title,total_time,prep_time,cook_time,difficulty,comments,rating,category,yield,link,image
Mousse de potimarron au siphon,40,20,20,easy,0,5.0,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/mousse-de-potimarron-au-siphon-104194.aspx,https://img.cuisineaz.com/660x660/2018-10-17/i143412-mousse-de-potimarron-au-siphon.jpeg
Graines de potimarron grillées,30,10,20,easy,0,5.0,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/graines-de-potimarron-grillees-104144.aspx,https://img.cuisineaz.com/660x660/2018-10-16/i143361-graines-de-potimarron-grillees.jpeg
Rillettes de canard au Thermomix,10,10,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/rillettes-de-canard-au-thermomix-104107.aspx,https://img.cuisineaz.com/660x660/2018-10-14/i143317-rillettes-de-canard-au-thermomix.jpeg
Olives marinées faciles,25,5,20,easy,0,5.0,aperitif,8 Pers.,https://www.cuisineaz.com/recettes/olives-marinees-faciles-98380.aspx,https://img.cuisineaz.com/660x660/2017-07-28/i131133-.jpeg
Mini tartelette Apéro,30,15,15,easy,0,4.0,aperitif,15 Pers.,https://www.cuisineaz.com/recettes/mini-tartelette-apero-97556.aspx,https://img.cuisineaz.com/660x660/2017-05-21/i127762-.jpeg
Un tapas cabillaud aïoli pour l'apéro,40,15,25,easy,0,5.0,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/un-tapas-cabillaud-aioli-pour-l-apero-97188.aspx,https://img.cuisineaz.com/660x660/2017-04-20/i125110-.jpeg
"Blini au sarrasin et faux oeufs de poisson (vegan, sans gluten)",25,5,20,easy,0,5.0,aperitif,3 Pers.,https://www.cuisineaz.com/recettes/blini-au-sarrasin-et-faux-oeufs-de-poisson-vegan-sans-gluten-91601.aspx,https://img.cuisineaz.com/660x660/2016-12-14/i114540-blini-au-sarrasin-et-faux-oeufs-de-poisson-vegan-sans-gluten.jpeg
"Blini farine de châtaigne, beurre de champignons et airelles (vegan, sans gluten)",45,15,30,easy,0,5.0,aperitif,3 Pers.,https://www.cuisineaz.com/recettes/blini-farine-de-chataigne-beurre-de-champignons-et-airelles-vegan-sans-gluten-91042.aspx,https://img.cuisineaz.com/660x660/2016-11-13/i94725-blini-farine-de-chataigne-beurre-de-champignons-et-airelles-vegan-sans-gluten.png
Blinis de courgette,40,20,20,easy,2,4.5,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/blinis-de-courgette-90304.aspx,https://img.cuisineaz.com/660x660/2016-10-18/i19206-blinis-de-courgette.jpg
Mélange de noix pour l’apéro,19,5,14,easy,0,5.0,aperitif,8 Pers.,https://www.cuisineaz.com/recettes/melange-de-noix-pour-l-apero-89233.aspx,https://img.cuisineaz.com/660x660/2016-09-08/i90675-melange-de-noix-pour-l-apero.jpg
Blini aux épinards & coulis tomate et poivron rouge (sans lactose),55,10,45,easy,2,5.0,aperitif,3 Pers.,https://www.cuisineaz.com/recettes/blini-aux-epinards-coulis-tomate-et-poivron-rouge-sans-lactose-89036.aspx,https://img.cuisineaz.com/660x660/2016-08-22/i40593-blini-aux-epinards.png
Mousse de poivrons à la ricotta,70,40,30,easy,0,4.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-de-poivrons-a-la-ricotta-87153.aspx,https://img.cuisineaz.com/660x660/2016-05-17/i76186-mousse-de-poivrons-a-la-ricotta.jpg
Blinis au crabe,10,10,0,easy,0,4.0,aperitif,8 Pers.,https://www.cuisineaz.com/recettes/blinis-au-crabe-84093.aspx,https://img.cuisineaz.com/660x660/2015-11-11/i100840-blinis-au-crabe.jpg
Toast de foie gras au pain d'épices,15,15,0,easy,0,4.5,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/toast-de-foie-gras-au-pain-d-epices-81205.aspx,https://img.cuisineaz.com/660x660/2016-10-20/i89932-toast-de-foie-gras-au-pain-d-epices.jpg
Blinis de lentilles et crème aux deux saumons,35,15,20,medium,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/blinis-de-lentilles-et-creme-aux-deux-saumons-79878.aspx,https://img.cuisineaz.com/660x660/2015-05-19/i79729-blinis-de-lentilles-et-creme-aux-deux-saumons.jpg
mousse de foie de volaille au cognac,120,60,60,easy,0,4.0,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/mousse-de-foie-de-volaille-au-cognac-77273.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Beignets de courgettes de ma grand-mère,25,25,0,easy,0,5.0,aperitif,Pers.,https://www.cuisineaz.com/recettes/beignets-de-courgettes-de-ma-grand-mere-71216.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Mousse de concombre aux crevettes,17,15,2,easy,0,3.5,aperitif,2 Pers.,https://www.cuisineaz.com/recettes/mousse-de-concombre-aux-crevettes-71092.aspx,https://img.cuisineaz.com/660x660/2014-08-29/i106847-mousse-de-concombre-aux-crevettes.jpg
Beignets de morue maison,15,15,0,easy,0,4.0,aperitif,Pers.,https://www.cuisineaz.com/recettes/beignets-de-morue-maison-71053.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Mousse légère de courgette au chèvre,14,10,4,easy,0,4.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-legere-de-courgette-au-chevre-68251.aspx,https://img.cuisineaz.com/660x660/2018-01-28/i135284-mousse-fromage-recette-chevre-fromage-courgette.jpeg
Mousse de lentilles à l'avocat et aux Saint Jacques,50,15,35,medium,0,5.0,aperitif,3 Pers.,https://www.cuisineaz.com/recettes/mousse-de-lentilles-a-l-avocat-et-aux-saint-jacques-67222.aspx,https://img.cuisineaz.com/660x660/2014-03-06/i33740-photo-de-mousse-de-lentilles-a-l-avocat-et-aux-st-jacques.jpg
Popcorn maison,5,2,3,easy,0,5.0,aperitif,2 Pers.,https://www.cuisineaz.com/recettes/popcorn-maison-64334.aspx,https://img.cuisineaz.com/660x660/2014-02-24/i88567-popcorn-maison.jpg
Toasts de poivrons marinés,40,10,30,easy,2,3.0,aperitif,1vingtainedetoasts,https://www.cuisineaz.com/recettes/toasts-de-poivrons-marines-60840.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i31862-toasts-de-poivrons-marines.jpg
Mousse de betteraves,10,10,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-de-betteraves-60102.aspx,https://img.cuisineaz.com/660x660/2016-11-04/i77616-mousse-de-betteraves.jpg
Mousse minceur d'aubergines,55,20,35,easy,1,4.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-minceur-d-aubergines-59319.aspx,https://img.cuisineaz.com/660x660/2018-01-29/i135290-recette-aubergine-oignon-leger.jpeg
Nems de chèvre frais,3,3,0,easy,1,4.5,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/nems-de-chevre-frais-59069.aspx,https://img.cuisineaz.com/660x660/2016-07-05/i87286-nem.jpg
Mousse d'oeufs brouillés,25,20,5,easy,1,2.5,aperitif,3 Pers.,https://www.cuisineaz.com/recettes/mousse-d-oeufs-brouilles-57461.aspx,https://img.cuisineaz.com/660x660/2016-04-07/i89938-mousse-oeufs.jpg
Rillettes de poireaux,45,15,30,easy,4,4.5,aperitif,8 Pers.,https://www.cuisineaz.com/recettes/rillettes-de-poireaux-57263.aspx,https://img.cuisineaz.com/660x660/2015-10-15/i74331-rillettes-poireau.jpg
Espuma de betteraves,20,20,0,medium,14,3.5,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/espuma-de-betteraves-52473.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i27154-recette-d-espumas-de-betteraves.jpg
Mousse de betteraves rouges,15,15,0,easy,3,4.5,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/mousse-de-betteraves-rouges-47363.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i3275-mousse-de-betteraves-rouges.jpg
Mousse de foie,25,25,0,easy,0,4.0,aperitif,2ramequins,https://www.cuisineaz.com/recettes/mousse-de-foie-46831.aspx,https://img.cuisineaz.com/660x660/2016-10-31/i74298-mousse-de-foie.jpg
Roulade de crêpe au chèvre pour l'apéritif,45,30,15,difficult,0,4.0,aperitif,10 Pers.,https://www.cuisineaz.com/recettes/roulade-de-crepe-au-chevre-pour-l-aperitif-46587.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i38589-roulade-de-chevre-a-l-aperitif.jpg
Mousse de langoustine et de lotte,60,30,30,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-de-langoustine-et-de-lotte-42394.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Mousse de Saint Jacques,25,20,5,easy,0,4.5,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-de-saint-jacques-35147.aspx,https://img.cuisineaz.com/660x660/2016-10-21/i108014-mousse-de-saint-jacques.jpg
Gougères au parmesan,70,25,45,easy,2,4.0,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/gougeres-au-parmesan-33455.aspx,https://img.cuisineaz.com/660x660/2015-10-27/i89792-gougeres-au-parmesan.jpg
Mousse de saumon avec crème fraiche,30,30,0,easy,0,4.0,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/mousse-de-saumon-avec-creme-fraiche-14011.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Mousse de thon fraicheur,20,20,0,easy,4,4.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-de-thon-fraicheur-12462.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i14792-mousse-thon.jpg
Mousse au jambon,10,10,0,easy,2,3.5,aperitif,8 Pers.,https://www.cuisineaz.com/recettes/mousse-au-jambon-11827.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i19311-mousse-au-jambon.jpg
Mousse d'oeufs au cumin,15,5,10,easy,0,4.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/mousse-d-oeufs-au-cumin-11743.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Mousse de salsifis,55,10,45,easy,2,4.5,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/mousse-de-salsifis-10971.aspx,https://img.cuisineaz.com/660x660/2014-01-06/i91116-mousse-de-salsifis.jpg
Mousse de thon de Jacqueline,35,25,10,easy,0,4.0,aperitif,8 Pers.,https://www.cuisineaz.com/recettes/mousse-de-thon-de-jacqueline-7557.aspx,https://img.cuisineaz.com/660x660/2016-10-09/i94561-mousse-de-thon-de-jacqueline.jpg
Mousse de courgettes,35,15,20,missing,4,4.5,aperitif,2 Pers.,https://www.cuisineaz.com/recettes/mousse-de-courgettes-4582.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i88551-photo-de-mousse-de-courgettes.jpg
Apéritif aux feuilles de guignier,0,0,0,missing,0,4.0,aperitif,Pers.,https://www.cuisineaz.com/recettes/aperitif-aux-feuilles-de-guignier-2519.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Gougères au gruyère et à la crème épaisse,55,35,20,easy,1,4.5,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/gougeres-au-gruyere-et-a-la-creme-epaisse-1936.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i96696-gougeres-gruyere.jpg
Blinis simples,15,10,5,easy,2,4.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/blinis-simples-872.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i108398-blinis-simples.jpg
Pain surprise au Thermomix,0,,0,easy,0,5.0,aperitif,8 Pers.,https://www.cuisineaz.com/recettes/pain-surprise-au-thermomix-110220.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Empanadas au Thermomix,65,40,25,easy,1,3.5,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/empanadas-au-thermomix-110216.aspx,https://img.cuisineaz.com/660x660/2020-03-31/i153606-shutterstock-1474319663.jpeg
Bouchées de thon au Thermomix,25,5,20,easy,0,5.0,aperitif,6 Pers.,https://www.cuisineaz.com/recettes/bouchees-de-thon-au-thermomix-110198.aspx,https://img.cuisineaz.com/660x660/2020-03-31/i153347-shutterstock-156545006.jpeg
Navarin d'agneau au Companion,90,30,60,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/navarin-d-agneau-au-companion-109875.aspx,https://img.cuisineaz.com/660x660/2020-03-17/i152549-shutterstock-671687356.jpeg
Guacamole au Monsieur Cuisine,7,5,2,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/guacamole-au-monsieur-cuisine-109822.aspx,https://img.cuisineaz.com/660x660/2020-03-12/i152439-shutterstock-1492690751.jpeg
Gougères au Monsieur Cuisine,28,5,23,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/gougeres-au-monsieur-cuisine-109809.aspx,https://img.cuisineaz.com/660x660/2020-03-12/i152424-shutterstock-695110198.jpeg
Biscuits salés au Boursin et noisettes,40,30,10,easy,0,5.0,aperitif,9 Pers.,https://www.cuisineaz.com/recettes/biscuits-sales-au-boursin-et-noisettes-109765.aspx,https://img.cuisineaz.com/660x660/2020-04-01/i153628-biscuits-sales-boursin.jpeg
Verrine d'oeuf mimosa au jambon,20,10,10,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/verrine-d-oeuf-mimosa-au-jambon-109700.aspx,https://img.cuisineaz.com/660x660/2020-03-06/i152298-verrine-oeuf-mimosa-jambon.jpeg
Brochettes apéritives à l’œuf de caille,14,10,4,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/brochettes-aperitives-a-l-oeuf-de-caille-109647.aspx,https://img.cuisineaz.com/660x660/2020-03-05/i152258-brochettes-aperitives-oeuf-de-caille.jpeg
Crème de chou-fleur à la noisette,30,30,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/creme-de-chou-fleur-a-la-noisette-109607.aspx,https://img.cuisineaz.com/660x660/2020-02-28/i152190-creme-de-chou-fleur-a-la-noisette.jpeg
Croquettes de Brie,30,30,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/croquettes-de-brie-109602.aspx,https://img.cuisineaz.com/660x660/2020-02-28/i152185-croquettes-de-brie.jpeg
"Pizza au pesto, fromage blanc, courgette, oignon, champignon de Tom&Clau",45,15,30,easy,0,5.0,aperitif,2 Pers.,https://www.cuisineaz.com/recettes/pizza-au-pesto-fromage-blanc-courgette-oignon-champignon-de-tom-clau-109504.aspx,https://img.cuisineaz.com/660x660/default/default.jpg
Cookies salés au Crottin de Chèvre Rians,33,20,13,easy,0,5.0,aperitif,10 Pers.,https://www.cuisineaz.com/recettes/cookies-sales-au-crottin-de-chevre-rians-109440.aspx,https://img.cuisineaz.com/660x660/2019-12-05/i151640-cookies-sales-au-crottin-de-chevre-rians.jpeg
Tartare d’été par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,1 Pers.,https://www.cuisineaz.com/recettes/tartare-d-ete-par-fast-oche-109412.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151583-tartare-d-ete-par-fast-oche.jpeg
Tapenades par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,3 Pers.,https://www.cuisineaz.com/recettes/tapenades-par-fast-oche-109404.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151563-tapenades-par-fast-oche.jpeg
Tatin de tomates par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,3 Pers.,https://www.cuisineaz.com/recettes/tatin-de-tomates-par-fast-oche-109396.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151548-.jpeg
Carottade au cumin par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/carottade-au-cumin-par-fast-oche-109395.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151546-.jpeg
Tartine pancetta Saint-Marcellin par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/tartine-pancetta-saint-marcellin-par-fast-oche-109393.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151542-.jpeg
Tartinade de courgette et chips de chorizo par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/tartinade-de-courgette-et-chips-de-chorizo-par-fast-oche-109388.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151535-.jpeg
"Tartelettes, courgette, chorizo et fromage basque par FAST[OCHE]®",60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/tartelettes-courgette-chorizo-et-fromage-basque-par-fast-oche-109385.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151532-.jpeg
Soupe de champagne par FAST[OCHE]®,60,60,0,easy,2,5.0,aperitif,2 Pers.,https://www.cuisineaz.com/recettes/soupe-de-champagne-par-fast-oche-109367.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151503-.jpeg
Sticks mozza épinards par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/sticks-mozza-epinards-par-fast-oche-109366.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151500-.jpeg
Sticks jambon-mimolette par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,2 Pers.,https://www.cuisineaz.com/recettes/sticks-jambon-mimolette-par-fast-oche-109361.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151492-.jpeg
Shooter de betterave au wasabi par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/shooter-de-betterave-au-wasabi-par-fast-oche-109360.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151494-.jpeg
"Rouleau de viande, ricotta et roquette par FAST[OCHE]®",60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/rouleau-de-viande-ricotta-et-roquette-par-fast-oche-109356.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151489-rouleau-de-viande-ricotta-et-roquette-par-fast-oche.jpeg
Saumon Gravlax d’été par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/saumon-gravlax-d-ete-par-fast-oche-109355.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151485-.jpeg
Salsa Mango par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,4 Pers.,https://www.cuisineaz.com/recettes/salsa-mango-par-fast-oche-109346.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151471-.jpeg
Poulet frit par FAST[OCHE]®,60,60,0,easy,0,5.0,aperitif,2 Pers.,https://www.cuisineaz.com/recettes/poulet-frit-par-fast-oche-109337.aspx,https://img.cuisineaz.com/660x660/2019-12-04/i151460-poulet-frit-par-fast-oche.jpeg
Blancs en neige au Cook Expert,5,5,0,easy,0,5.0,bases,4 Pers.,https://www.cuisineaz.com/recettes/blancs-en-neige-au-cook-expert-109857.aspx,https://img.cuisineaz.com/660x660/2020-03-16/i152520-blancs-en-neige.jpeg
Pâte sucrée au Thermomix,10,10,0,easy,0,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-sucree-au-thermomix-109642.aspx,https://img.cuisineaz.com/660x660/2020-03-04/i152243-pate-sucree-au-thermomix.jpeg
Véritable risotto,28,10,18,easy,0,5.0,bases,4 Pers.,https://www.cuisineaz.com/recettes/veritable-risotto-109522.aspx,https://img.cuisineaz.com/660x660/2020-02-18/i152028-.png
Chapelure,10,10,0,easy,21,4.5,bases,1 Pers.,https://www.cuisineaz.com/recettes/chapelure-10926.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i6739-chapelure.jpg
Pâte à tarte Tupperware,5,5,0,easy,0,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-a-tarte-tupperware-97537.aspx,https://img.cuisineaz.com/660x660/2017-05-20/i127743-.jpeg
Appareil à quiche,15,15,0,easy,12,4.5,bases,6 Pers.,https://www.cuisineaz.com/recettes/appareil-a-quiche-60070.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i16992-appareil-a-quiche.jpeg
Pâte à tempura,15,10,5,easy,1,5.0,bases,4 Pers.,https://www.cuisineaz.com/recettes/pate-a-tempura-92365.aspx,https://img.cuisineaz.com/660x660/2017-01-19/i115868-pate-a-tempura.jpeg
Pâte à beignets sans œuf,13,10,3,easy,2,2.5,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-a-beignets-sans-oeuf-101147.aspx,https://img.cuisineaz.com/660x660/2018-03-01/i136034-pate-a-beignets-sans-oeuf.jpeg
Pâte brisée Monsieur Cuisine,20,20,0,easy,0,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-monsieur-cuisine-101821.aspx,https://img.cuisineaz.com/660x660/2018-04-25/i139841-.jpeg
Nappage au chocolat,20,20,0,easy,24,4.5,bases,6 Pers.,https://www.cuisineaz.com/recettes/nappage-au-chocolat-56837.aspx,https://img.cuisineaz.com/660x660/2016-03-17/i8367-recette-nappage-au-chocolat-sans-sucre.jpg
Pâte brisée au Kitchenaid,5,5,0,easy,0,5.0,bases,4 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-au-kitchenaid-99087.aspx,https://img.cuisineaz.com/660x660/2017-09-26/i132581-pate-brisee-au-kitchenaid.jpeg
Glaçage,10,10,0,easy,1,3.5,bases,8 Pers.,https://www.cuisineaz.com/recettes/glacage-59861.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i32076-glacage.jpg
Pâte brisée au robot pâtissier,20,20,0,easy,2,3.0,bases,4 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-au-robot-patissier-101835.aspx,https://img.cuisineaz.com/660x660/2018-04-25/i139856-.jpeg
Pâte brisée légère,20,20,0,easy,11,4.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-legere-55008.aspx,https://img.cuisineaz.com/660x660/2018-01-30/i135325-recette-pate-brisee-legere-tarte.jpeg
Pâte à pain,25,10,15,easy,15,4.5,bases,4 Pers.,https://www.cuisineaz.com/recettes/pate-a-pain-48577.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i56522-pate-a-pain.jpg
Pâte brisée vegan,25,15,10,medium,1,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-vegan-101231.aspx,https://img.cuisineaz.com/660x660/2018-03-14/i136265-pate-brisee-vegan-margarine.jpeg
Pâte brisée au Companion,15,15,0,easy,1,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-au-companion-101784.aspx,https://img.cuisineaz.com/660x660/2018-04-25/i139800-.jpeg
Pâte brisée simple et rapide,7,5,2,easy,0,5.0,bases,4 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-simple-et-rapide-57376.aspx,https://img.cuisineaz.com/660x660/2018-03-19/i136644-pate-brisee-simple-et-rapide.jpeg
Appareil à cake salé,10,10,0,easy,0,4.5,bases,6 Pers.,https://www.cuisineaz.com/recettes/appareil-a-cake-sale-62156.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i22110-appareil-a-cake-sale.jpeg
Pâte à sucre au Thermomix,8,5,3,easy,0,5.0,bases,4 Pers.,https://www.cuisineaz.com/recettes/pate-a-sucre-au-thermomix-98478.aspx,https://img.cuisineaz.com/660x660/2017-08-03/i131278-pate-a-sucre-au-thermomix.jpeg
Chantilly sans siphon,15,15,0,easy,0,2.5,bases,4 Pers.,https://www.cuisineaz.com/recettes/chantilly-sans-siphon-59634.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i21702-chantilly-sans-siphon.jpg
Pâte à ravioles,40,30,10,easy,6,3.5,bases,4 Pers.,https://www.cuisineaz.com/recettes/pate-a-ravioles-62168.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i27267-pate-a-ravioles.jpg
Comment peler une tomate,20,20,0,easy,2,3.0,bases,1 Pers.,https://www.cuisineaz.com/recettes/comment-peler-une-tomate-65577.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i22361-peler-tomate.jpg
Pâte à sucre au glucose,20,20,0,easy,6,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-a-sucre-au-glucose-61978.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i2028-pate-a-sucre-au-glucose.jpg
Pâte à tarte sans œuf,10,10,0,easy,0,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-a-tarte-sans-oeuf-101176.aspx,https://img.cuisineaz.com/660x660/2018-03-02/i136080-pate-a-tarte-sans-oeuf.jpeg
Pâte brisée sans gluten,10,10,0,easy,0,5.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-sans-gluten-99496.aspx,https://img.cuisineaz.com/660x660/2017-10-27/i133585-pate-brisee-sans-gluten.jpeg
Pâte à gaufres facile,8,5,3,easy,5,3.5,bases,5 Pers.,https://www.cuisineaz.com/recettes/pate-a-gaufres-facile-50446.aspx,https://img.cuisineaz.com/660x660/2018-02-12/i135616-pate-a-gaufres-faciles.jpeg
Pâte à tarte sans gluten,10,10,0,easy,1,3.0,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-a-tarte-sans-gluten-99478.aspx,https://img.cuisineaz.com/660x660/2017-10-26/i133565-pate-a-tarte-sans-gluten.jpeg
Pâte brisée maison,35,15,20,easy,4,4.5,bases,6 Pers.,https://www.cuisineaz.com/recettes/pate-brisee-maison-7108.aspx,https://img.cuisineaz.com/660x660/2015-06-03/i9136-pate-brisee.png
Beurre végétal,15,15,0,easy,0,5.0,bases,8 Pers.,https://www.cuisineaz.com/recettes/beurre-vegetal-101161.aspx,https://img.cuisineaz.com/660x660/2018-03-01/i136059-beurre-vegetal-maison-huile-de-coco.jpeg
Sirop de mûres à l'extracteur de jus,50,30,20,easy,0,5.0,drink,10 Pers.,https://www.cuisineaz.com/recettes/sirop-de-mures-a-l-extracteur-de-jus-110560.aspx,https://img.cuisineaz.com/660x660/2020-06-17/i154301-sirop-de-mures.jpeg
Café Dalgona,7,5,2,easy,0,5.0,drink,1 Pers.,https://www.cuisineaz.com/recettes/cafe-dalgona-110376.aspx,https://img.cuisineaz.com/660x660/2020-04-29/i153945-cafe-dalgona.jpeg
Citronnade au Cook Expert,10,10,0,easy,0,5.0,drink,4 Pers.,https://www.cuisineaz.com/recettes/citronnade-au-cook-expert-109995.aspx,https://img.cuisineaz.com/660x660/2020-03-22/i152755-citronnade.jpeg
Citronnade rapide,10,10,0,easy,43,4.5,drink,4 Pers.,https://www.cuisineaz.com/recettes/citronnade-rapide-11565.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i16050-citronnade-rapide.jpg
Eau de concombre et citron vert,15,15,0,easy,0,4.0,drink,4 Pers.,https://www.cuisineaz.com/recettes/eau-de-concombre-et-citron-vert-64911.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i96069-eau-de-concombre-et-citron-vert.jpg
Citronnade au Thermomix,2,2,0,easy,0,5.0,drink,4 Pers.,https://www.cuisineaz.com/recettes/citronnade-au-thermomix-101878.aspx,https://img.cuisineaz.com/660x660/2018-04-27/i139903-citronnade-au-thermomix.jpeg
"Eau aromatisée au concombre-citron-menthe, bio",15,15,0,easy,0,5.0,drink,4 Pers.,https://www.cuisineaz.com/recettes/eau-aromatisee-au-concombre-citron-menthe-bio-98027.aspx,https://img.cuisineaz.com/660x660/2017-06-26/i130449-.jpeg
Vin de noix,10,10,0,difficult,0,5.0,drink,10 Pers.,https://www.cuisineaz.com/recettes/vin-de-noix-44246.aspx,https://img.cuisineaz.com/660x660/2016-04-28/i27533-vin-de-noix-et-feuilles-de-noyer.jpg
Café glacé,5,5,0,easy,0,4.5,drink,1 Pers.,https://www.cuisineaz.com/recettes/cafe-glace-64841.aspx,https://img.cuisineaz.com/660x660/2013-12-20/i92699-cafe-glace.jpg
